# l                Dl               -dDl             +dDl             
  7.45000000e+02  -1.42054909e+02   1.51697656e+01   1.51697656e+01
  7.46000000e+02  -1.42632613e+02   1.51720198e+01   1.51720198e+01
  7.47000000e+02  -1.38525390e+02   1.51736238e+01   1.51736238e+01
  7.48000000e+02  -1.32346737e+02   1.51745801e+01   1.51745801e+01
  7.49000000e+02  -1.39610717e+02   1.51748877e+01   1.51748877e+01
  7.50000000e+02  -1.30675462e+02   1.51745605e+01   1.51745605e+01
  7.51000000e+02  -1.31351224e+02   1.51735983e+01   1.51735983e+01
  7.52000000e+02  -1.12771732e+02   1.51720062e+01   1.51720062e+01
  7.53000000e+02  -1.28043604e+02   1.51697902e+01   1.51697902e+01
  7.54000000e+02  -1.61122030e+02   1.51669558e+01   1.51669558e+01
  7.55000000e+02  -1.14467523e+02   1.51635102e+01   1.51635102e+01
  7.56000000e+02  -1.34201815e+02   1.51594551e+01   1.51594551e+01
  7.57000000e+02  -1.30364062e+02   1.51548083e+01   1.51548083e+01
  7.58000000e+02  -1.07941038e+02   1.51495722e+01   1.51495722e+01
  7.59000000e+02  -1.35169430e+02   1.51437562e+01   1.51437562e+01
  7.60000000e+02  -1.49790763e+02   1.51373690e+01   1.51373690e+01
  7.61000000e+02  -1.36829861e+02   1.51304210e+01   1.51304210e+01
  7.62000000e+02  -1.18957931e+02   1.51229198e+01   1.51229198e+01
  7.63000000e+02  -1.15107843e+02   1.51148908e+01   1.51148908e+01
  7.64000000e+02  -1.31230095e+02   1.51063460e+01   1.51063460e+01
  7.65000000e+02  -1.13349104e+02   1.50973007e+01   1.50973007e+01
  7.66000000e+02  -9.79840973e+01   1.50878384e+01   1.50878384e+01
  7.67000000e+02  -1.41193648e+02   1.50779422e+01   1.50779422e+01
  7.68000000e+02  -1.24667850e+02   1.50676611e+01   1.50676611e+01
  7.69000000e+02  -1.33340079e+02   1.50569451e+01   1.50569451e+01
  7.70000000e+02  -1.26726986e+02   1.50458120e+01   1.50458120e+01
  7.71000000e+02  -9.72628482e+01   1.50342737e+01   1.50342737e+01
  7.72000000e+02  -1.23818343e+02   1.50223481e+01   1.50223481e+01
  7.73000000e+02  -1.03869854e+02   1.50100525e+01   1.50100525e+01
  7.74000000e+02  -1.04830620e+02   1.49974059e+01   1.49974059e+01
  7.75000000e+02  -1.04658593e+02   1.49844227e+01   1.49844227e+01
  7.76000000e+02  -1.02573325e+02   1.49711310e+01   1.49711310e+01
  7.77000000e+02  -1.17309908e+02   1.49575447e+01   1.49575447e+01
  7.78000000e+02  -1.50148527e+02   1.49436822e+01   1.49436822e+01
  7.79000000e+02  -8.47239749e+01   1.49295659e+01   1.49295659e+01
  7.80000000e+02  -1.04794395e+02   1.49152681e+01   1.49152681e+01
  7.81000000e+02  -8.89615067e+01   1.49007444e+01   1.49007444e+01
  7.82000000e+02  -1.35105131e+02   1.48860304e+01   1.48860304e+01
  7.83000000e+02  -1.00713751e+02   1.48711492e+01   1.48711492e+01
  7.84000000e+02  -9.52200487e+01   1.48561225e+01   1.48561225e+01
  7.85000000e+02  -1.35163666e+02   1.48409677e+01   1.48409677e+01
  7.86000000e+02  -1.21376869e+02   1.48257105e+01   1.48257105e+01
  7.87000000e+02  -1.00921323e+02   1.48103769e+01   1.48103769e+01
  7.88000000e+02  -1.27764577e+02   1.47949847e+01   1.47949847e+01
  7.89000000e+02  -1.00901768e+02   1.47795622e+01   1.47795622e+01
  7.90000000e+02  -7.70165314e+01   1.47642088e+01   1.47642088e+01
  7.91000000e+02  -9.05135439e+01   1.47489268e+01   1.47489268e+01
  7.92000000e+02  -9.16504592e+01   1.47336655e+01   1.47336655e+01
  7.93000000e+02  -7.52038067e+01   1.47184478e+01   1.47184478e+01
  7.94000000e+02  -1.17056066e+02   1.47032942e+01   1.47032942e+01
  7.95000000e+02  -7.81730436e+01   1.46882185e+01   1.46882185e+01
  7.96000000e+02  -1.10332444e+02   1.46732496e+01   1.46732496e+01
  7.97000000e+02  -1.05548910e+02   1.46584012e+01   1.46584012e+01
  7.98000000e+02  -9.73590807e+01   1.46436984e+01   1.46436984e+01
  7.99000000e+02  -8.37645465e+01   1.46291643e+01   1.46291643e+01
  8.00000000e+02  -7.22347837e+01   1.46148123e+01   1.46148123e+01
  8.01000000e+02  -6.02661256e+01   1.46006695e+01   1.46006695e+01
  8.02000000e+02  -6.77629291e+01   1.45867477e+01   1.45867477e+01
  8.03000000e+02  -7.14367600e+01   1.45730693e+01   1.45730693e+01
  8.04000000e+02  -8.64921864e+01   1.45596557e+01   1.45596557e+01
  8.05000000e+02  -9.56275328e+01   1.45465185e+01   1.45465185e+01
  8.06000000e+02  -6.76777181e+01   1.45336812e+01   1.45336812e+01
  8.07000000e+02  -7.21490232e+01   1.45211543e+01   1.45211543e+01
  8.08000000e+02  -9.83442495e+01   1.45089715e+01   1.45089715e+01
  8.09000000e+02  -7.54378352e+01   1.44971384e+01   1.44971384e+01
  8.10000000e+02  -5.85193938e+01   1.44856602e+01   1.44856602e+01
  8.11000000e+02  -6.97985942e+01   1.44745588e+01   1.44745588e+01
  8.12000000e+02  -7.47684604e+01   1.44638405e+01   1.44638405e+01
  8.13000000e+02  -8.37228195e+01   1.44535202e+01   1.44535202e+01
  8.14000000e+02  -3.98226088e+01   1.44436121e+01   1.44436121e+01
  8.15000000e+02  -9.34142649e+01   1.44341188e+01   1.44341188e+01
  8.16000000e+02  -4.72270706e+01   1.44250561e+01   1.44250561e+01
  8.17000000e+02  -5.06778006e+01   1.44164265e+01   1.44164265e+01
  8.18000000e+02  -6.18795469e+01   1.44082398e+01   1.44082398e+01
  8.19000000e+02  -6.77491038e+01   1.44005071e+01   1.44005071e+01
  8.20000000e+02  -5.73891715e+01   1.43932277e+01   1.43932277e+01
  8.21000000e+02  -6.15044485e+01   1.43864137e+01   1.43864137e+01
  8.22000000e+02  -3.77474801e+01   1.43800633e+01   1.43800633e+01
  8.23000000e+02  -7.75281633e+01   1.43741840e+01   1.43741840e+01
  8.24000000e+02  -3.83313883e+01   1.43687829e+01   1.43687829e+01
  8.25000000e+02  -5.69791196e+01   1.43638557e+01   1.43638557e+01
  8.26000000e+02  -4.13122683e+01   1.43594065e+01   1.43594065e+01
  8.27000000e+02  -4.55841475e+01   1.43554372e+01   1.43554372e+01
  8.28000000e+02  -3.16478850e+01   1.43519451e+01   1.43519451e+01
  8.29000000e+02  -2.02884673e+01   1.43489711e+01   1.43489711e+01
  8.30000000e+02  -4.67722918e+01   1.43464756e+01   1.43464756e+01
  8.31000000e+02  -5.68073413e+01   1.43444500e+01   1.43444500e+01
  8.32000000e+02  -4.11711156e+01   1.43428948e+01   1.43428948e+01
  8.33000000e+02  -4.16798480e+01   1.43417992e+01   1.43417992e+01
  8.34000000e+02  -8.10723671e+00   1.43411603e+01   1.43411603e+01
  8.35000000e+02  -1.27888277e+00   1.43409754e+01   1.43409754e+01
  8.36000000e+02  -1.79053139e+01   1.43412310e+01   1.43412310e+01
  8.37000000e+02  -2.22905830e+01   1.43419257e+01   1.43419257e+01
  8.38000000e+02  -1.40599126e+01   1.43430445e+01   1.43430445e+01
  8.39000000e+02  -2.08916075e+01   1.43445821e+01   1.43445821e+01
  8.40000000e+02  -1.81526604e+01   1.43465330e+01   1.43465330e+01
  8.41000000e+02  -7.13978604e+00   1.43488795e+01   1.43488795e+01
  8.42000000e+02  -2.86084518e+01   1.43516106e+01   1.43516106e+01
  8.43000000e+02  -3.59891945e+01   1.43547245e+01   1.43547245e+01
  8.44000000e+02  -2.52880364e+01   1.43583285e+01   1.43583285e+01
  8.45000000e+02   8.35601793e-01   1.43622889e+01   1.43622889e+01
  8.46000000e+02  -1.25124728e+01   1.43665827e+01   1.43665827e+01
  8.47000000e+02   4.79292506e+00   1.43712000e+01   1.43712000e+01
  8.48000000e+02   6.91860653e+00   1.43761269e+01   1.43761269e+01
  8.49000000e+02  -1.22321660e+00   1.43813401e+01   1.43813401e+01
  8.50000000e+02  -1.11528675e+00   1.43868259e+01   1.43868259e+01
  8.51000000e+02  -2.23676566e+01   1.43925692e+01   1.43925692e+01
  8.52000000e+02   8.18051205e+00   1.43985469e+01   1.43985469e+01
  8.53000000e+02   1.69519322e+01   1.44047443e+01   1.44047443e+01
  8.54000000e+02   4.39123813e+00   1.44111463e+01   1.44111463e+01
  8.55000000e+02   1.48852847e+01   1.44177278e+01   1.44177278e+01
  8.56000000e+02   5.12438102e+00   1.44244790e+01   1.44244790e+01
  8.57000000e+02  -6.57617653e+00   1.44313738e+01   1.44313738e+01
  8.58000000e+02  -2.83423781e+01   1.44383951e+01   1.44383951e+01
  8.59000000e+02   3.44281671e+00   1.44455586e+01   1.44455586e+01
  8.60000000e+02   2.57932721e+01   1.44528664e+01   1.44528664e+01
  8.61000000e+02   3.33078664e+01   1.44602472e+01   1.44602472e+01
  8.62000000e+02   2.91944600e+01   1.44676866e+01   1.44676866e+01
  8.63000000e+02   7.30086969e+00   1.44751571e+01   1.44751571e+01
  8.64000000e+02   5.49788541e+01   1.44826432e+01   1.44826432e+01
  8.65000000e+02   2.96334581e+01   1.44901274e+01   1.44901274e+01
  8.66000000e+02   2.76082655e+01   1.44975876e+01   1.44975876e+01
  8.67000000e+02   4.62420887e+01   1.45050057e+01   1.45050057e+01
  8.68000000e+02   2.76017434e+01   1.45124113e+01   1.45124113e+01
  8.69000000e+02   2.46512839e+01   1.45197801e+01   1.45197801e+01
  8.70000000e+02   2.13441892e+01   1.45270522e+01   1.45270522e+01
  8.71000000e+02   5.64896443e+00   1.45342298e+01   1.45342298e+01
  8.72000000e+02   1.84237872e+01   1.45413118e+01   1.45413118e+01
  8.73000000e+02   4.74102858e+01   1.45482444e+01   1.45482444e+01
  8.74000000e+02   3.78582111e+01   1.45549991e+01   1.45549991e+01
  8.75000000e+02   1.46056456e+01   1.45615630e+01   1.45615630e+01
  8.76000000e+02   5.53044431e+01   1.45679373e+01   1.45679373e+01
  8.77000000e+02   3.68073830e+01   1.45741793e+01   1.45741793e+01
  8.78000000e+02   2.56101807e+01   1.45802227e+01   1.45802227e+01
  8.79000000e+02   4.73078722e+01   1.45860141e+01   1.45860141e+01
  8.80000000e+02   5.31579165e+01   1.45915291e+01   1.45915291e+01
  8.81000000e+02   4.25591407e+01   1.45967551e+01   1.45967551e+01
  8.82000000e+02   6.04541573e+01   1.46016802e+01   1.46016802e+01
  8.83000000e+02   6.47392514e+01   1.46062807e+01   1.46062807e+01
  8.84000000e+02   4.59765954e+01   1.46105460e+01   1.46105460e+01
  8.85000000e+02   4.05083744e+01   1.46144636e+01   1.46144636e+01
  8.86000000e+02   3.12172118e+01   1.46180127e+01   1.46180127e+01
  8.87000000e+02   7.08880805e+01   1.46211834e+01   1.46211834e+01
  8.88000000e+02   5.61856664e+01   1.46239680e+01   1.46239680e+01
  8.89000000e+02   2.41482599e+01   1.46263449e+01   1.46263449e+01
  8.90000000e+02   5.31508290e+01   1.46283052e+01   1.46283052e+01
  8.91000000e+02   6.03140032e+01   1.46298426e+01   1.46298426e+01
  8.92000000e+02   7.19501302e+01   1.46309382e+01   1.46309382e+01
  8.93000000e+02   7.53761643e+01   1.46315866e+01   1.46315866e+01
  8.94000000e+02   5.60050971e+01   1.46317814e+01   1.46317814e+01
  8.95000000e+02   7.95200243e+01   1.46315074e+01   1.46315074e+01
  8.96000000e+02   3.77368440e+01   1.46307579e+01   1.46307579e+01
  8.97000000e+02   4.09937904e+01   1.46295317e+01   1.46295317e+01
  8.98000000e+02   2.08428810e+01   1.46278125e+01   1.46278125e+01
  8.99000000e+02   4.14989227e+01   1.46255972e+01   1.46255972e+01
  9.00000000e+02   6.84737396e+01   1.46228856e+01   1.46228856e+01
  9.01000000e+02   7.61250584e+01   1.46196637e+01   1.46196637e+01
  9.02000000e+02   5.85281221e+01   1.46159315e+01   1.46159315e+01
  9.03000000e+02   5.68716008e+01   1.46116845e+01   1.46116845e+01
  9.04000000e+02   4.55397214e+01   1.46069258e+01   1.46069258e+01
  9.05000000e+02   4.17958029e+01   1.46016438e+01   1.46016438e+01
  9.06000000e+02   8.77180055e+01   1.45958392e+01   1.45958392e+01
  9.07000000e+02   7.22310402e+01   1.45895168e+01   1.45895168e+01
  9.08000000e+02   5.93639806e+01   1.45826671e+01   1.45826671e+01
  9.09000000e+02   2.33225578e+01   1.45752954e+01   1.45752954e+01
  9.10000000e+02   5.92965896e+01   1.45674073e+01   1.45674073e+01
  9.11000000e+02   9.37551277e+01   1.45589945e+01   1.45589945e+01
  9.12000000e+02   8.45952022e+01   1.45500657e+01   1.45500657e+01
  9.13000000e+02   7.28779402e+01   1.45406266e+01   1.45406266e+01
  9.14000000e+02   3.95002175e+01   1.45306735e+01   1.45306735e+01
  9.15000000e+02   5.30862454e+01   1.45202149e+01   1.45202149e+01
  9.16000000e+02   7.12316625e+01   1.45092583e+01   1.45092583e+01
  9.17000000e+02   7.05840221e+01   1.44978007e+01   1.44978007e+01
  9.18000000e+02   6.32356646e+01   1.44858536e+01   1.44858536e+01
  9.19000000e+02   5.13626330e+01   1.44734265e+01   1.44734265e+01
  9.20000000e+02   7.53429108e+01   1.44605199e+01   1.44605199e+01
  9.21000000e+02   4.56166035e+01   1.44471448e+01   1.44471448e+01
  9.22000000e+02   7.81101396e+01   1.44333082e+01   1.44333082e+01
  9.23000000e+02   5.95434210e+01   1.44190262e+01   1.44190262e+01
  9.24000000e+02   2.05365991e+01   1.44042989e+01   1.44042989e+01
  9.25000000e+02   4.25572782e+01   1.43891413e+01   1.43891413e+01
  9.26000000e+02   4.96463695e+01   1.43735694e+01   1.43735694e+01
  9.27000000e+02   9.34484707e+01   1.43575868e+01   1.43575868e+01
  9.28000000e+02   5.84963145e+01   1.43412090e+01   1.43412090e+01
  9.29000000e+02   4.58592787e+01   1.43244544e+01   1.43244544e+01
  9.30000000e+02   6.63361559e+01   1.43073290e+01   1.43073290e+01
  9.31000000e+02   4.56808615e+01   1.42898493e+01   1.42898493e+01
  9.32000000e+02   6.69591434e+01   1.42720313e+01   1.42720313e+01
  9.33000000e+02   4.25426033e+01   1.42538915e+01   1.42538915e+01
  9.34000000e+02   6.17711945e+01   1.42354367e+01   1.42354367e+01
  9.35000000e+02   6.51329670e+01   1.42166856e+01   1.42166856e+01
  9.36000000e+02   3.52683064e+01   1.41976590e+01   1.41976590e+01
  9.37000000e+02   5.38179510e+01   1.41783623e+01   1.41783623e+01
  9.38000000e+02   6.90220331e+01   1.41588155e+01   1.41588155e+01
  9.39000000e+02   5.26443541e+01   1.41390402e+01   1.41390402e+01
  9.40000000e+02   5.80931907e+01   1.41190449e+01   1.41190449e+01
  9.41000000e+02   5.32689261e+01   1.40988496e+01   1.40988496e+01
  9.42000000e+02   1.53755864e+01   1.40784728e+01   1.40784728e+01
  9.43000000e+02   4.85089638e+01   1.40579383e+01   1.40579383e+01
  9.44000000e+02   5.38580074e+01   1.40372533e+01   1.40372533e+01
  9.45000000e+02   4.78687823e+01   1.40164401e+01   1.40164401e+01
  9.46000000e+02   2.39983946e+01   1.39955247e+01   1.39955247e+01
  9.47000000e+02   4.11276062e+01   1.39745154e+01   1.39745154e+01
  9.48000000e+02   3.90474036e+01   1.39534370e+01   1.39534370e+01
  9.49000000e+02   5.50514368e+01   1.39323079e+01   1.39323079e+01
  9.50000000e+02   5.32149306e+01   1.39111518e+01   1.39111518e+01
  9.51000000e+02   4.02223764e+01   1.38899783e+01   1.38899783e+01
  9.52000000e+02   2.65078392e+01   1.38688126e+01   1.38688126e+01
  9.53000000e+02   5.69400106e+01   1.38476783e+01   1.38476783e+01
  9.54000000e+02   3.58708144e+01   1.38265850e+01   1.38265850e+01
  9.55000000e+02   4.12619007e+01   1.38055568e+01   1.38055568e+01
  9.56000000e+02   5.54888086e+01   1.37846155e+01   1.37846155e+01
  9.57000000e+02   4.38550657e+01   1.37637840e+01   1.37637840e+01
  9.58000000e+02   2.80494386e+01   1.37430753e+01   1.37430753e+01
  9.59000000e+02   1.18067698e+01   1.37225132e+01   1.37225132e+01
  9.60000000e+02   5.29014837e+01   1.37021223e+01   1.37021223e+01
  9.61000000e+02   1.94430769e+01   1.36819151e+01   1.36819151e+01
  9.62000000e+02   1.60804624e+01   1.36619164e+01   1.36619164e+01
  9.63000000e+02   3.75541563e+01   1.36421466e+01   1.36421466e+01
  9.64000000e+02   3.68492018e+01   1.36226322e+01   1.36226322e+01
  9.65000000e+02   2.19126639e+00   1.36033833e+01   1.36033833e+01
  9.66000000e+02  -1.75607655e-01   1.35844209e+01   1.35844209e+01
  9.67000000e+02   2.73855141e+01   1.35657689e+01   1.35657689e+01
  9.68000000e+02   2.55978287e+01   1.35474342e+01   1.35474342e+01
  9.69000000e+02   2.63645676e+01   1.35294366e+01   1.35294366e+01
  9.70000000e+02   1.27782013e+01   1.35117937e+01   1.35117937e+01
  9.71000000e+02   2.83944689e+01   1.34945245e+01   1.34945245e+01
  9.72000000e+02   2.61040413e+01   1.34776366e+01   1.34776366e+01
  9.73000000e+02   1.47742838e+01   1.34611498e+01   1.34611498e+01
  9.74000000e+02   2.20712264e+01   1.34450779e+01   1.34450779e+01
  9.75000000e+02   1.72594128e+01   1.34294428e+01   1.34294428e+01
  9.76000000e+02   6.99160357e+00   1.34142476e+01   1.34142476e+01
  9.77000000e+02   2.48797317e+01   1.33995111e+01   1.33995111e+01
  9.78000000e+02   1.05003951e+01   1.33852531e+01   1.33852531e+01
  9.79000000e+02  -4.52257151e+00   1.33714766e+01   1.33714766e+01
  9.80000000e+02   2.15776361e+01   1.33581977e+01   1.33581977e+01
  9.81000000e+02  -2.53732657e+01   1.33454307e+01   1.33454307e+01
  9.82000000e+02   2.40571479e+01   1.33331922e+01   1.33331922e+01
  9.83000000e+02   3.38022059e+00   1.33214814e+01   1.33214814e+01
  9.84000000e+02   1.38153070e+01   1.33103137e+01   1.33103137e+01
  9.85000000e+02   6.47074486e+00   1.32996953e+01   1.32996953e+01
  9.86000000e+02  -1.42617732e+01   1.32896407e+01   1.32896407e+01
  9.87000000e+02  -4.14182423e+00   1.32801427e+01   1.32801427e+01
  9.88000000e+02  -9.73641773e+00   1.32712192e+01   1.32712192e+01
  9.89000000e+02   1.30715077e+00   1.32628717e+01   1.32628717e+01
  9.90000000e+02  -2.47091868e+01   1.32551379e+01   1.32551379e+01
  9.91000000e+02  -1.73936401e+01   1.32479631e+01   1.32479631e+01
  9.92000000e+02  -6.28798660e+00   1.32415507e+01   1.32415507e+01
  9.93000000e+02  -1.34441981e+01   1.32355647e+01   1.32355647e+01
  9.94000000e+02  -1.72443140e+01   1.32305157e+01   1.32305157e+01
  9.95000000e+02  -9.59391254e+00   1.32257336e+01   1.32257336e+01
  9.96000000e+02  -1.24880022e+01   1.32216478e+01   1.32216478e+01
  9.97000000e+02  -1.43984470e+01   1.32180843e+01   1.32180843e+01
  9.98000000e+02  -2.15993710e+01   1.32331412e+01   1.32331412e+01
  9.99000000e+02  -2.03910526e+01   1.32307586e+01   1.32307586e+01
  1.00000000e+03  -2.58486651e+01   1.48652957e+01   1.48652957e+01
  1.00100000e+03  -2.51578352e+01   1.48610131e+01   1.48610131e+01
  1.00200000e+03  -4.83556572e+01   1.49562498e+01   1.49562498e+01
  1.00300000e+03  -3.57147899e+01   1.49529876e+01   1.49529876e+01
  1.00400000e+03  -3.18234906e+01   1.49506574e+01   1.49506574e+01
  1.00500000e+03  -5.36523930e+01   1.49486784e+01   1.49486784e+01
  1.00600000e+03  -5.87415355e+01   1.49475055e+01   1.49475055e+01
  1.00700000e+03  -3.60067582e+01   1.49467815e+01   1.49467815e+01
  1.00800000e+03  -2.08939101e+01   1.49468065e+01   1.49468065e+01
  1.00900000e+03  -6.54950091e+01   1.49473100e+01   1.49473100e+01
  1.01000000e+03  -2.24096330e+01   1.49484358e+01   1.49484358e+01
  1.01100000e+03  -3.49063808e+01   1.49501312e+01   1.49501312e+01
  1.01200000e+03  -3.87452949e+01   1.49524072e+01   1.49524072e+01
  1.01300000e+03  -3.17559304e+01   1.49552546e+01   1.49552546e+01
  1.01400000e+03  -6.43814443e+01   1.49586711e+01   1.49586711e+01
  1.01500000e+03  -4.14831705e+01   1.49626303e+01   1.49626303e+01
  1.01600000e+03  -5.44761650e+01   1.49671331e+01   1.49671331e+01
  1.01700000e+03  -5.46000562e+01   1.49721622e+01   1.49721622e+01
  1.01800000e+03  -5.11308032e+01   1.49777158e+01   1.49777158e+01
  1.01900000e+03  -6.17289834e+01   1.49837696e+01   1.49837696e+01
  1.02000000e+03  -3.97216017e+01   1.49903246e+01   1.49903246e+01
  1.02100000e+03  -5.32630677e+01   1.49973627e+01   1.49973627e+01
  1.02200000e+03  -2.36567127e+01   1.50048786e+01   1.50048786e+01
  1.02300000e+03  -3.95853302e+01   1.50128590e+01   1.50128590e+01
  1.02400000e+03  -6.00402270e+01   1.50212899e+01   1.50212899e+01
  1.02500000e+03  -3.88128001e+01   1.50301578e+01   1.50301578e+01
  1.02600000e+03  -7.10989647e+01   1.50394572e+01   1.50394572e+01
  1.02700000e+03  -4.36451156e+01   1.50491739e+01   1.50491739e+01
  1.02800000e+03  -5.87279818e+01   1.50592967e+01   1.50592967e+01
  1.02900000e+03  -3.64410180e+01   1.50698092e+01   1.50698092e+01
  1.03000000e+03  -5.41498501e+01   1.50807006e+01   1.50807006e+01
  1.03100000e+03  -6.82249044e+01   1.50919584e+01   1.50919584e+01
  1.03200000e+03  -6.31121258e+01   1.51035743e+01   1.51035743e+01
  1.03300000e+03  -6.46747881e+01   1.51155346e+01   1.51155346e+01
  1.03400000e+03  -4.10011431e+01   1.51278177e+01   1.51278177e+01
  1.03500000e+03  -6.17482364e+01   1.51404155e+01   1.51404155e+01
  1.03600000e+03  -4.88446439e+01   1.51533070e+01   1.51533070e+01
  1.03700000e+03  -5.88760912e+01   1.51664809e+01   1.51664809e+01
  1.03800000e+03  -7.62578845e+01   1.51799267e+01   1.51799267e+01
  1.03900000e+03  -6.76349189e+01   1.51936265e+01   1.51936265e+01
  1.04000000e+03  -5.30123886e+01   1.52075622e+01   1.52075622e+01
  1.04100000e+03  -2.42770938e+01   1.52217267e+01   1.52217267e+01
  1.04200000e+03  -7.91905162e+01   1.52360990e+01   1.52360990e+01
  1.04300000e+03  -7.33677329e+01   1.52506728e+01   1.52506728e+01
  1.04400000e+03  -5.18413501e+01   1.52654303e+01   1.52654303e+01
  1.04500000e+03  -6.43730787e+01   1.52803574e+01   1.52803574e+01
  1.04600000e+03  -6.63295819e+01   1.52954446e+01   1.52954446e+01
  1.04700000e+03  -7.64638109e+01   1.53106719e+01   1.53106719e+01
  1.04800000e+03  -7.95415188e+01   1.53260264e+01   1.53260264e+01
  1.04900000e+03  -9.09901081e+01   1.53415014e+01   1.53415014e+01
  1.05000000e+03  -4.65951500e+01   1.53570818e+01   1.53570818e+01
  1.05100000e+03  -8.54975892e+01   1.53727534e+01   1.53727534e+01
  1.05200000e+03  -8.84546797e+01   1.53885088e+01   1.53885088e+01
  1.05300000e+03  -6.61068082e+01   1.54043309e+01   1.54043309e+01
  1.05400000e+03  -5.69603805e+01   1.54202212e+01   1.54202212e+01
  1.05500000e+03  -9.05166774e+01   1.54361614e+01   1.54361614e+01
  1.05600000e+03  -8.71975157e+01   1.54521461e+01   1.54521461e+01
  1.05700000e+03  -6.61694286e+01   1.54681638e+01   1.54681638e+01
  1.05800000e+03  -1.01135592e+02   1.54841987e+01   1.54841987e+01
  1.05900000e+03  -9.33421761e+01   1.55002538e+01   1.55002538e+01
  1.06000000e+03  -6.83172822e+01   1.55163152e+01   1.55163152e+01
  1.06100000e+03  -7.82795292e+01   1.55323723e+01   1.55323723e+01
  1.06200000e+03  -1.00499831e+02   1.55484180e+01   1.55484180e+01
  1.06300000e+03  -8.19586924e+01   1.55644395e+01   1.55644395e+01
  1.06400000e+03  -7.00422494e+01   1.55804378e+01   1.55804378e+01
  1.06500000e+03  -1.00776186e+02   1.55963994e+01   1.55963994e+01
  1.06600000e+03  -6.17942331e+01   1.56123150e+01   1.56123150e+01
  1.06700000e+03  -7.07226587e+01   1.56281804e+01   1.56281804e+01
  1.06800000e+03  -1.01205027e+02   1.56439842e+01   1.56439842e+01
  1.06900000e+03  -8.30765329e+01   1.56597288e+01   1.56597288e+01
  1.07000000e+03  -9.33020358e+01   1.56754086e+01   1.56754086e+01
  1.07100000e+03  -6.72398752e+01   1.56910131e+01   1.56910131e+01
  1.07200000e+03  -8.03899819e+01   1.57065394e+01   1.57065394e+01
  1.07300000e+03  -9.00521323e+01   1.57219830e+01   1.57219830e+01
  1.07400000e+03  -4.62439634e+01   1.57373406e+01   1.57373406e+01
  1.07500000e+03  -7.44074747e+01   1.57526094e+01   1.57526094e+01
  1.07600000e+03  -1.02528010e+02   1.57677799e+01   1.57677799e+01
  1.07700000e+03  -8.06112615e+01   1.57828531e+01   1.57828531e+01
  1.07800000e+03  -5.34835758e+01   1.57978170e+01   1.57978170e+01
  1.07900000e+03  -8.99240893e+01   1.58126800e+01   1.58126800e+01
  1.08000000e+03  -9.38200053e+01   1.58274319e+01   1.58274319e+01
  1.08100000e+03  -6.08079486e+01   1.58420693e+01   1.58420693e+01
  1.08200000e+03  -8.11039388e+01   1.58565859e+01   1.58565859e+01
  1.08300000e+03  -1.03931231e+02   1.58709776e+01   1.58709776e+01
  1.08400000e+03  -7.03005973e+01   1.58852479e+01   1.58852479e+01
  1.08500000e+03  -7.28577133e+01   1.58993921e+01   1.58993921e+01
  1.08600000e+03  -4.62308094e+01   1.59134093e+01   1.59134093e+01
  1.08700000e+03  -9.51729093e+01   1.59272974e+01   1.59272974e+01
  1.08800000e+03  -7.38438073e+01   1.59410534e+01   1.59410534e+01
  1.08900000e+03  -5.59241065e+01   1.59546823e+01   1.59546823e+01
  1.09000000e+03  -4.60645086e+01   1.59681814e+01   1.59681814e+01
  1.09100000e+03  -8.54010678e+01   1.59815486e+01   1.59815486e+01
  1.09200000e+03  -6.61746145e+01   1.59947800e+01   1.59947800e+01
  1.09300000e+03  -7.98617352e+01   1.60078815e+01   1.60078815e+01
  1.09400000e+03  -9.67390690e+01   1.60208490e+01   1.60208490e+01
  1.09500000e+03  -8.53387935e+01   1.60336814e+01   1.60336814e+01
  1.09600000e+03  -7.00588751e+01   1.60463812e+01   1.60463812e+01
  1.09700000e+03  -7.78233981e+01   1.60589414e+01   1.60589414e+01
  1.09800000e+03  -7.94074744e+01   1.60713659e+01   1.60713659e+01
  1.09900000e+03  -6.04856488e+01   1.60836522e+01   1.60836522e+01
  1.10000000e+03  -6.77116959e+01   1.60958011e+01   1.60958011e+01
  1.10100000e+03  -4.55306540e+01   1.61078055e+01   1.61078055e+01
  1.10200000e+03  -5.90185074e+01   1.61196755e+01   1.61196755e+01
  1.10300000e+03  -5.81659724e+01   1.61314082e+01   1.61314082e+01
  1.10400000e+03  -6.23794227e+01   1.61430059e+01   1.61430059e+01
  1.10500000e+03  -4.27641711e+01   1.61544686e+01   1.61544686e+01
  1.10600000e+03  -2.14658983e+01   1.61657953e+01   1.61657953e+01
  1.10700000e+03  -9.06102716e+01   1.61769916e+01   1.61769916e+01
  1.10800000e+03  -6.74354716e+01   1.61880571e+01   1.61880571e+01
  1.10900000e+03  -7.76087837e+01   1.61989927e+01   1.61989927e+01
  1.11000000e+03  -2.15754783e+01   1.62097949e+01   1.62097949e+01
  1.11100000e+03  -5.01382166e+01   1.62204701e+01   1.62204701e+01
  1.11200000e+03  -7.55410186e+01   1.62310185e+01   1.62310185e+01
  1.11300000e+03  -6.75545722e+01   1.62414390e+01   1.62414390e+01
  1.11400000e+03  -4.86076703e+01   1.62517268e+01   1.62517268e+01
  1.11500000e+03  -2.25760521e+01   1.62618881e+01   1.62618881e+01
